AE6EO,AE6EO,0
AE6EO,AG6SR,1
AE6EO,AI6KG,1
AE6EO,AI6SZ,2
AE6EO,AJ6JN,1
AE6EO,AJ6ME,4
AE6EO,AJ6XZ,4
AE6EO,AJ6XZ,3
AE6EO,K6FSH,1
AE6EO,K6PAO,4
AE6EO,K6ZJI,4
AE6EO,KA6MZE,4
AE6EO,KD6KDL,2
AE6EO,KE6BJQ,4
AE6EO,KE7JAC,2
AE6EO,KF6ZSQ,1
AE6EO,KG6TNE,1
AE6EO,KG6VYI,2
AE6EO,KG6VYP,3
AE6EO,KI6HLH,2
AE6EO,KI6LCP,1
AE6EO,KI6MXP,2
AE6EO,KI6PUR,1
AE6EO,KI6PUW,4
AE6EO,KI6PVA,4
AE6EO,KI6VYM,3
AE6EO,KJ6AMM,1
AE6EO,KJ6MIN,4
AE6EO,KK6DZK,2
AE6EO,KK6EAW,1
AE6EO,KK6EKN,1
AE6EO,KK6LTH,1
AE6EO,KK6LTX,1
AE6EO,KK6LUA,4
AE6EO,KK6TOZ,3
AE6EO,KM6EEI,2
AE6EO,KM6I,4
AE6EO,KM6LTA,1
AE6EO,KN6BAW,4
AE6EO,KN6DSE,2
AE6EO,KN6EKC,4
AE6EO,KN6EKW,1
AE6EO,KN6GHD,4
AE6EO,KR6DD,2
AE6EO,KZ6DM,1
AE6EO,N6IDV,1
AE6EO,N6IHT,1
AE6EO,N6YXJ,2
AE6EO,N9DK,1
AE6EO,NE5NA,1
AE6EO,W6OWI,2
AE6EO,WA1IAM,1
AE6EO,WU6K,1
AG6SR,AE6EO,1
AG6SR,AG6SR,0
AG6SR,AI6KG,2
AG6SR,AI6SZ,4
AG6SR,AJ6JN,2
AG6SR,AJ6ME,2
AG6SR,AJ6XZ,2
AG6SR,AJ6XZ,1
AG6SR,K6FSH,1
AG6SR,K6PAO,4
AG6SR,K6ZJI,4
AG6SR,KA6MZE,4
AG6SR,KD6KDL,4
AG6SR,KE6BJQ,1
AG6SR,KE7JAC,4
AG6SR,KF6ZSQ,2
AG6SR,KG6TNE,2
AG6SR,KG6VYI,4
AG6SR,KG6VYP,4
AG6SR,KI6HLH,4
AG6SR,KI6LCP,1
AG6SR,KI6MXP,2
AG6SR,KI6PUR,2
AG6SR,KI6PUW,4
AG6SR,KI6PVA,4
AG6SR,KI6VYM,4
AG6SR,KJ6AMM,1
AG6SR,KJ6MIN,4
AG6SR,KK6DZK,4
AG6SR,KK6EAW,4
AG6SR,KK6EKN,1
AG6SR,KK6LTH,1
AG6SR,KK6LTX,1
AG6SR,KK6LUA,4
AG6SR,KK6TOZ,4
AG6SR,KM6EEI,4
AG6SR,KM6I,1
AG6SR,KM6LTA,1
AG6SR,KN6BAW,2
AG6SR,KN6DSE,2
AG6SR,KN6EKC,4
AG6SR,KN6EKW,4
AG6SR,KN6GHD,4
AG6SR,KR6DD,4
AG6SR,KZ6DM,4
AG6SR,N6IDV,2
AG6SR,N6IHT,2
AG6SR,N6YXJ,2
AG6SR,N9DK,2
AG6SR,NE5NA,1
AG6SR,W6OWI,4
AG6SR,WA1IAM,1
AG6SR,WU6K,4
AI6JI,AE6EO,4
AI6JI,AG6SR,4
AI6JI,AI6KG,3
AI6JI,AI6SZ,4
AI6JI,AJ6JN,1
AI6JI,AJ6ME,1
AI6JI,AJ6XZ,4
AI6JI,AJ6XZ,4
AI6JI,K6FSH,1
AI6JI,K6PAO,4
AI6JI,K6ZJI,1
AI6JI,KA6MZE,2
AI6JI,KD6KDL,2
AI6JI,KE6BJQ,2
AI6JI,KE7JAC,3
AI6JI,KF6ZSQ,1
AI6JI,KG6TNE,4
AI6JI,KG6VYI,4
AI6JI,KG6VYP,3
AI6JI,KI6HLH,1
AI6JI,KI6LCP,4
AI6JI,KI6MXP,1
AI6JI,KI6PUR,1
AI6JI,KI6PUW,4
AI6JI,KI6PVA,4
AI6JI,KI6VYM,4
AI6JI,KJ6AMM,1
AI6JI,KJ6MIN,1
AI6JI,KK6DZK,4
AI6JI,KK6EAW,4
AI6JI,KK6EKN,1
AI6JI,KK6LTH,1
AI6JI,KK6LTX,2
AI6JI,KK6LUA,4
AI6JI,KK6TOZ,3
AI6JI,KM6EEI,4
AI6JI,KM6I,3
AI6JI,KM6LTA,3
AI6JI,KN6BAW,2
AI6JI,KN6DSE,3
AI6JI,KN6EKC,3
AI6JI,KN6EKW,3
AI6JI,KN6GHD,3
AI6JI,KR6DD,3
AI6JI,KZ6DM,1
AI6JI,N6IDV,4
AI6JI,N6IHT,4
AI6JI,N6YXJ,2
AI6JI,N9DK,1
AI6JI,NE5NA,3
AI6JI,W6OWI,4
AI6JI,WA1IAM,4
AI6JI,WU6K,1
AI6KG,AI6KG,0
AI6SZ,AI6SZ,0
AJ6JN,AE6EO,1
AJ6JN,AG6SR,1
AJ6JN,AI6KG,1
AJ6JN,AI6SZ,1
AJ6JN,AJ6JN,0
AJ6JN,AJ6ME,1
AJ6JN,AJ6XZ,2
AJ6JN,K6FSH,1
AJ6JN,K6PAO,1
AJ6JN,K6ZJI,1
AJ6JN,KA6MZE,2
AJ6JN,KD6KDL,2
AJ6JN,KE6BJQ,1
AJ6JN,KE7JAC,1
AJ6JN,KF6ZSQ,1
AJ6JN,KG6TNE,3
AJ6JN,KG6VYI,1
AJ6JN,KG6VYP,2
AJ6JN,KI6HLH,1
AJ6JN,KI6LCP,2
AJ6JN,KI6MXP,1
AJ6JN,KI6PUR,1
AJ6JN,KI6PUW,1
AJ6JN,KI6PVA,1
AJ6JN,KI6VYM,1
AJ6JN,KJ6AMM,1
AJ6JN,KJ6MIN,3
AJ6JN,KK6DZK,1
AJ6JN,KK6EAW,2
AJ6JN,KK6EKN,1
AJ6JN,KK6LTH,1
AJ6JN,KK6LTX,1
AJ6JN,KK6LUA,1
AJ6JN,KK6TOZ,1
AJ6JN,KM6EEI,1
AJ6JN,KM6I,1
AJ6JN,KM6LTA,1
AJ6JN,KN6BAW,1
AJ6JN,KN6DSE,2
AJ6JN,KN6EKC,1
AJ6JN,KN6EKW,1
AJ6JN,KN6GHD,1
AJ6JN,KR6DD,1
AJ6JN,KZ6DM,2
AJ6JN,N6IDV,1
AJ6JN,N6IHT,1
AJ6JN,N6YXJ,2
AJ6JN,N9DK,1
AJ6JN,NE5NA,1
AJ6JN,W6OWI,1
AJ6JN,WA1IAM,1
